payment_id,booking_ref,event_ts_utc,amount,currency,method,status
PAY700421,767194,2026-05-18T21:38:38Z,235323.06,PKR,wallet,CAPTURED
PAY700555,RE3GQL,2026-05-19T00:05:06Z,128231.36,PKR,wallet,CAPTURED
PAY700511,RU5KR1,2026-05-19T02:46:10Z,39600.7,PKR,card,CAPTURED
PAY700317,AEVDKY,2026-05-19T04:14:54Z,149186.27,PKR,card,CAPTURED
PAY700661,FBVESH,2026-05-19T05:14:57Z,83012.61,PKR,easypaisa,CAPTURED
PAY701036,NUB02Q,2026-05-19T08:34:55Z,63371.81,PKR,jazzcash,CAPTURED
PAY700283,U8PW4F,2026-05-19T08:50:29Z,78145.82,PKR,jazzcash,CAPTURED
PAY700914,RMF5G2,2026-05-19T11:56:49Z,178188.87,PKR,easypaisa,FAILED
PAY700915,RMF5G2,2026-05-19T12:01:49Z,178188.87,PKR,easypaisa,CAPTURED
PAY701039,TVHKQZ,2026-05-19T13:39:13Z,20027.36,PKR,card,CAPTURED
PAY700897,2C0FUE,2026-05-19T16:24:41Z,100866.92,PKR,card,CAPTURED
PAY700983,UL49CC,2026-05-19T16:52:41Z,109250.88,PKR,bank_transfer,CAPTURED
PAY700882,VFC53G,2026-05-19T19:00:23Z,33804.18,PKR,easypaisa,CAPTURED
PAY700274,KS83WE,2026-05-20T01:09:26Z,41119.54,PKR,easypaisa,CAPTURED
PAY700474,X01HMT,2026-05-20T01:20:26Z,104477.08,PKR,card,CAPTURED
PAY700416,A4XNWC,2026-05-20T01:28:54Z,80398.08,PKR,easypaisa,FAILED
PAY700324,GNNTAP,2026-05-20T01:45:47Z,95067.55,PKR,easypaisa,CAPTURED
PAY700417,A4XNWC,2026-05-20T01:47:54Z,80398.08,PKR,card,CAPTURED
PAY700524,GN7R17,2026-05-20T03:52:23Z,3008.29,AED,card,CAPTURED
PAY700648,S9G5Q8,2026-05-20T07:55:46Z,212761.31,PKR,jazzcash,CAPTURED
PAY700384,4DNGXD,2026-05-20T08:41:11Z,84316.23,PKR,wallet,CAPTURED
PAY701038,8166ZV,2026-05-20T10:45:46Z,47092.19,PKR,card,CAPTURED
PAY700592,9DJAKT,2026-05-20T11:55:26Z,217489.48,PKR,bank_transfer,CAPTURED
PAY701007,HKJD99,2026-05-20T12:09:56Z,230615.25,PKR,jazzcash,CAPTURED
PAY700944,6YGTSF,2026-05-20T13:16:13Z,214663.55,PKR,card,CAPTURED
PAY700089,EBVJTU,2026-05-20T18:02:00Z,100338.24,PKR,bank_transfer,CAPTURED
PAY700902,6AWJRB,2026-05-20T20:11:58Z,200857.15,PKR,bank_transfer,CAPTURED
PAY700482,FK4DE8,2026-05-20T22:27:59Z,55665.65,PKR,wallet,CAPTURED
PAY700502,ZCX0MB,2026-05-20T23:09:41Z,96198.12,PKR,card,CAPTURED
PAY700116,C40GS0,2026-05-21T01:36:30Z,99986.56,PKR,easypaisa,CAPTURED
PAY700872,AMYT1J,2026-05-21T01:39:58Z,69157.56,PKR,wallet,CAPTURED
PAY700041,QLW0LA,2026-05-21T09:55:26Z,286315.8,PKR,jazzcash,CAPTURED
PAY700838,UYQ5VZ,2026-05-21T10:12:21Z,96383.2,PKR,card,CAPTURED
PAY700927,L2MGA9,2026-05-21T10:34:02Z,433.24,USD,bank_transfer,REFUNDED
PAY700220,7Z9NHL,2026-05-21T10:48:44Z,22377.52,PKR,easypaisa,CAPTURED
PAY700201,NE4TFT,2026-05-21T12:15:43Z,353609.23,PKR,jazzcash,CAPTURED
PAY700087,ZYCUKH,2026-05-21T12:43:20Z,99990.06,PKR,card,CAPTURED
PAY700974,PVJ5Z5,2026-05-21T13:55:50Z,104045.3,PKR,bank_transfer,CAPTURED
PAY700645,7NKL8P,2026-05-21T14:56:26Z,206623.52,PKR,wallet,CAPTURED
PAY700606,LN8B80,2026-05-21T21:06:22Z,195458.02,PKR,easypaisa,CAPTURED
PAY700479,DKPY8E,2026-05-21T21:23:49Z,66486.06,PKR,easypaisa,CAPTURED
PAY700778,XNPTR9,2026-05-21T23:33:20Z,22029.66,PKR,wallet,CAPTURED
PAY700395,ABRNLX,2026-05-22T03:29:05Z,185129.96,PKR,card,CAPTURED
PAY700394,ABRNLX,2026-05-22T03:34:05Z,185129.96,PKR,wallet,FAILED
PAY700332,EA752G,2026-05-22T06:08:44Z,67139.27,PKR,easypaisa,CAPTURED
PAY700339,B1J3VC,2026-05-22T11:09:38Z,442196.78,PKR,wallet,CAPTURED
PAY700025,51112C,2026-05-22T13:40:21Z,35389.96,PKR,bank_transfer,FAILED
PAY700026,51112C,2026-05-22T13:58:21Z,35389.96,PKR,bank_transfer,CAPTURED
PAY700389,J4V50R,2026-05-22T14:25:28Z,450000.1,PKR,jazzcash,CAPTURED
PAY701076,UZ9BER,2026-05-22T19:37:22Z,86163.93,PKR,easypaisa,CAPTURED
PAY700763,HHKZ97,2026-05-22T19:41:30Z,319085.98,PKR,card,CAPTURED
PAY700849,J1VUL2,2026-05-23T00:16:47Z,288806.19,PKR,jazzcash,CAPTURED
PAY700438,A1UHH8,2026-05-23T03:10:17Z,108948.94,PKR,wallet,CAPTURED
PAY700034,6HESNS,2026-05-23T04:22:29Z,287694.0,PKR,easypaisa,CAPTURED
PAY700908,5775W3,2026-05-23T05:35:38Z,14988.37,PKR,jazzcash,CAPTURED
PAY700329,LMT62Q,2026-05-23T07:01:52Z,425825.19,PKR,bank_transfer,CAPTURED
PAY700589,2DKP1V,2026-05-23T07:48:54Z,21218.29,PKR,jazzcash,CAPTURED
PAY700038,FPMJ6E,2026-05-23T09:39:33Z,79493.59,PKR,wallet,CAPTURED
PAY700312,GY4M98,2026-05-23T12:00:13Z,19138.67,PKR,jazzcash,CAPTURED
PAY700122,V1XFFX,2026-05-23T19:19:32Z,57204.3,PKR,jazzcash,CAPTURED
PAY700746,VMW4E1,2026-05-23T19:59:31Z,309471.25,PKR,wallet,CAPTURED
PAY700197,X441AZ,2026-05-23T22:59:49Z,195687.82,PKR,easypaisa,CAPTURED
PAY701065,RS4TY5,2026-05-24T01:35:08Z,51664.09,PKR,easypaisa,CAPTURED
PAY700920,L98DKU,2026-05-24T06:55:58Z,1243.46,AED,bank_transfer,FAILED
PAY700921,L98DKU,2026-05-24T07:14:58Z,1243.46,AED,card,CAPTURED
PAY700032,ULV6DG,2026-05-24T07:55:31Z,25417.08,PKR,bank_transfer,REFUNDED
PAY700291,K9LGJ3,2026-05-24T07:58:05Z,77721.43,PKR,wallet,CAPTURED
PAY701049,RD9YPP,2026-05-24T10:08:03Z,34198.16,PKR,easypaisa,CAPTURED
PAY700635,J7E6DC,2026-05-24T10:15:15Z,106360.31,PKR,wallet,CAPTURED
PAY700919,GLPH40,2026-05-24T10:50:53Z,65256.09,PKR,bank_transfer,CAPTURED
PAY700015,2S1KYC,2026-05-24T10:59:07Z,27903.64,PKR,jazzcash,CAPTURED
PAY700796,Q752U5,2026-05-24T13:08:56Z,120208.7,PKR,easypaisa,CAPTURED
PAY700701,486FVX,2026-05-24T13:11:32Z,130182.3,PKR,jazzcash,CAPTURED
PAY700877,WXNZMM,2026-05-24T13:15:17Z,50201.38,PKR,wallet,CAPTURED
PAY700878,WXNZMM,2026-05-24T13:15:42Z,50201.38,PKR,card,CAPTURED
PAY700010,XV8TY6,2026-05-24T16:09:12Z,16481.37,PKR,easypaisa,CAPTURED
PAY700074,U5GNVT,2026-05-24T16:29:59Z,74733.16,PKR,jazzcash,CAPTURED
PAY700651,6029XJ,2026-05-24T16:33:14Z,304584.56,PKR,jazzcash,CAPTURED
PAY700189,A7P1EQ,2026-05-24T17:07:45Z,108647.2,PKR,easypaisa,CAPTURED
PAY701071,REC3NQ,2026-05-24T18:22:11Z,163180.65,PKR,card,CAPTURED
PAY701082,RC868H,2026-05-24T19:13:24Z,150453.73,PKR,bank_transfer,CAPTURED
PAY700707,FQ2345,2026-05-24T19:21:28Z,71305.72,PKR,jazzcash,CAPTURED
PAY700051,WUF260,2026-05-24T23:43:25Z,34171.86,PKR,card,CAPTURED
PAY700360,0TGN1Y,2026-05-25T00:42:40Z,160839.62,PKR,bank_transfer,CAPTURED
PAY700900,WK26Z3,2026-05-25T00:57:25Z,113218.89,PKR,bank_transfer,CAPTURED
PAY701027,V0K9W7,2026-05-25T02:02:48Z,45135.44,PKR,bank_transfer,CAPTURED
PAY700826,CBXTJP,2026-05-25T04:31:16Z,43704.12,PKR,card,CAPTURED
PAY700952,0AFEHQ,2026-05-25T05:02:05Z,82109.71,PKR,jazzcash,CAPTURED
PAY700571,FX3F43,2026-05-25T05:48:56Z,16654.12,PKR,jazzcash,CAPTURED
PAY700691,2AVCS7,2026-05-25T06:56:51Z,231809.06,PKR,easypaisa,FAILED
PAY700692,2AVCS7,2026-05-25T07:13:51Z,231809.06,PKR,wallet,CAPTURED
PAY700549,U5L70U,2026-05-25T07:16:16Z,60686.78,PKR,card,CAPTURED
PAY700382,SHKDUJ,2026-05-25T07:34:51Z,38289.37,PKR,bank_transfer,FAILED
PAY700383,SHKDUJ,2026-05-25T07:45:51Z,38289.37,PKR,easypaisa,CAPTURED
PAY700779,8EDMHU,2026-05-25T13:39:42Z,39612.53,PKR,jazzcash,CAPTURED
PAY700726,TXSF40,2026-05-25T15:56:55Z,58120.38,PKR,wallet,CAPTURED
PAY701070,0VSDLG,2026-05-25T16:04:03Z,48447.88,PKR,bank_transfer,CAPTURED
PAY700133,RDKFN8,2026-05-25T20:48:31Z,180226.74,PKR,easypaisa,CAPTURED
PAY700209,8YU86F,2026-05-25T20:52:43Z,243595.85,PKR,easypaisa,CAPTURED
PAY700598,DEHE5G,2026-05-25T21:23:39Z,94244.3,PKR,wallet,CAPTURED
PAY700507,TEK6FP,2026-05-25T23:31:13Z,68960.14,PKR,wallet,CAPTURED
PAY700519,Z7969M,2026-05-25T23:52:14Z,15380.26,PKR,bank_transfer,REFUNDED
PAY700997,4V88AT,2026-05-26T01:33:45Z,37835.53,PKR,easypaisa,FAILED
PAY700998,4V88AT,2026-05-26T01:41:45Z,37835.53,PKR,bank_transfer,CAPTURED
PAY700071,86R3W3,2026-05-26T02:30:56Z,224352.91,PKR,card,CAPTURED
PAY700043,VP3R7S,2026-05-26T02:55:05Z,60258.26,PKR,wallet,CAPTURED
PAY700620,PRDM98,2026-05-26T05:33:43Z,57473.3,PKR,wallet,FAILED
PAY700621,PRDM98,2026-05-26T05:35:43Z,57473.3,PKR,card,CAPTURED
PAY700560,6029RE,2026-05-26T06:32:21Z,101593.65,PKR,easypaisa,CAPTURED
PAY700260,VME7RA,2026-05-26T07:38:45Z,25496.07,PKR,bank_transfer,CAPTURED
PAY700719,T89JS4,2026-05-26T08:13:58Z,20133.94,PKR,card,CAPTURED
PAY700322,LV4VP6,2026-05-26T09:57:25Z,59925.02,PKR,wallet,CAPTURED
PAY700017,5EYPM5,2026-05-26T12:12:20Z,183421.49,PKR,card,CAPTURED
PAY700016,5EYPM5,2026-05-26T12:15:20Z,183421.49,PKR,easypaisa,FAILED
PAY700218,2NYDZM,2026-05-26T17:27:34Z,16955.43,PKR,card,CAPTURED
PAY700342,G9SFU4,2026-05-26T18:06:19Z,86584.75,PKR,card,CAPTURED
PAY700341,G9SFU4,2026-05-26T18:09:19Z,86584.75,PKR,easypaisa,FAILED
PAY700397,6UKD9T,2026-05-26T18:31:45Z,110018.9,PKR,bank_transfer,CAPTURED
PAY700098,W123GL,2026-05-26T18:57:14Z,45423.55,PKR,card,CAPTURED
PAY700688,L6NG9K,2026-05-26T19:56:42Z,281621.51,PKR,wallet,CAPTURED
PAY700689,L6NG9K,2026-05-26T19:57:26Z,281621.51,PKR,card,CAPTURED
PAY700287,1HPXR6,2026-05-26T20:27:40Z,77784.08,PKR,jazzcash,CAPTURED
PAY700399,LHW1GE,2026-05-26T21:16:55Z,51050.89,PKR,jazzcash,CAPTURED
PAY700136,1U6MWS,2026-05-26T21:17:07Z,1228.31,USD,bank_transfer,CAPTURED
PAY700346,L04AJV,2026-05-26T21:50:58Z,78578.44,PKR,card,CAPTURED
PAY700911,PLU2CD,2026-05-26T21:58:59Z,79662.02,PKR,wallet,CAPTURED
PAY700924,3AEYDS,2026-05-26T22:50:23Z,116273.77,PKR,card,CAPTURED
PAY700643,89KZ9Q,2026-05-27T01:45:39Z,209515.54,PKR,easypaisa,CAPTURED
PAY700356,CKZHNN,2026-05-27T03:55:49Z,188507.51,PKR,wallet,CAPTURED
PAY700475,S0EJA3,2026-05-27T06:27:59Z,1509.37,AED,card,CAPTURED
PAY700787,R0HUTK,2026-05-27T08:23:20Z,48616.45,PKR,bank_transfer,CAPTURED
PAY700910,C6NWCN,2026-05-27T10:19:48Z,33667.56,PKR,wallet,CAPTURED
PAY700966,3CE5S9,2026-05-27T10:27:37Z,331253.68,PKR,jazzcash,CAPTURED
PAY700684,8X5VT9,2026-05-27T12:18:49Z,96927.11,PKR,wallet,FAILED
PAY700685,8X5VT9,2026-05-27T12:33:49Z,96927.11,PKR,bank_transfer,CAPTURED
PAY700729,1ETZYB,2026-05-27T12:38:57Z,141457.81,PKR,bank_transfer,CAPTURED
PAY700909,Q0TN5M,2026-05-27T15:02:27Z,92823.11,PKR,jazzcash,CAPTURED
PAY700280,6JMBFC,2026-05-27T19:54:01Z,322077.79,PKR,bank_transfer,REFUNDED
PAY700103,DSQEPK,2026-05-27T22:22:06Z,1513.22,AED,card,CAPTURED
PAY701056,2WH34B,2026-05-28T00:31:41Z,47195.11,PKR,bank_transfer,REFUNDED
PAY700739,DRZEFW,2026-05-28T02:21:59Z,184648.32,PKR,easypaisa,CAPTURED
PAY700131,WSKWZZ,2026-05-28T02:35:56Z,248390.77,PKR,wallet,CAPTURED
PAY701053,D9W8GC,2026-05-28T04:00:30Z,143971.9,PKR,bank_transfer,CAPTURED
PAY700113,66FJM3,2026-05-28T04:16:57Z,77569.87,PKR,bank_transfer,REFUNDED
PAY700461,QW0UAL,2026-05-28T05:10:40Z,213836.97,PKR,bank_transfer,CAPTURED
PAY700245,LCJVGX,2026-05-28T06:20:26Z,321060.9,PKR,card,CAPTURED
PAY700370,YF499B,2026-05-28T06:56:40Z,17283.1,PKR,bank_transfer,CAPTURED
PAY701079,1H8L46,2026-05-28T08:55:53Z,44686.33,PKR,jazzcash,CAPTURED
PAY700537,7WR28A,2026-05-28T09:12:08Z,67857.02,PKR,wallet,CAPTURED
PAY700730,QCGBFS,2026-05-28T09:57:16Z,80451.9,PKR,bank_transfer,CAPTURED
PAY700349,8LQ8C5,2026-05-28T11:49:34Z,144775.24,PKR,bank_transfer,CAPTURED
PAY700987,JJ72TP,2026-05-28T12:20:52Z,43837.82,PKR,easypaisa,CAPTURED
PAY700964,NE81PB,2026-05-28T14:39:23Z,64080.82,PKR,wallet,CAPTURED
PAY701000,25R23C,2026-05-28T17:09:42Z,189893.24,PKR,easypaisa,CAPTURED
PAY700217,P6YFWA,2026-05-28T21:25:24Z,61772.35,PKR,bank_transfer,CAPTURED
PAY700430,91GSKL,2026-05-28T23:28:57Z,100252.18,PKR,bank_transfer,CAPTURED
PAY700674,11TAZN,2026-05-28T23:59:17Z,275856.4,PKR,wallet,CAPTURED
PAY700856,Q3TGJV,2026-05-29T01:16:25Z,34645.09,PKR,jazzcash,CAPTURED
PAY700599,1CHVU6,2026-05-29T03:51:39Z,109526.49,PKR,bank_transfer,CAPTURED
PAY700514,P56BYX,2026-05-29T04:00:39Z,151646.69,PKR,easypaisa,CAPTURED
PAY700350,5YMPBG,2026-05-29T05:08:30Z,66953.62,PKR,card,CAPTURED
PAY700082,F72BZ9,2026-05-29T05:53:33Z,110000.0,PKR,card,FAILED
PAY700083,F72BZ9,2026-05-29T06:15:33Z,110000.0,PKR,easypaisa,CAPTURED
PAY700677,HY341Y,2026-05-29T09:02:41Z,101779.79,PKR,easypaisa,CAPTURED
PAY701077,9ZS79L,2026-05-29T10:12:48Z,11975.14,PKR,wallet,CAPTURED
PAY700231,03VTZT,2026-05-29T10:13:27Z,44811.61,PKR,wallet,CAPTURED
PAY700970,EUJUJG,2026-05-29T11:48:19Z,92767.73,PKR,jazzcash,CAPTURED
PAY701031,S0GHMR,2026-05-29T12:19:01Z,46859.64,PKR,bank_transfer,CAPTURED
PAY700130,EGBQ6X,2026-05-29T15:52:55Z,252082.75,PKR,card,CAPTURED
PAY700947,EKY2T1,2026-05-29T18:30:58Z,112103.07,PKR,bank_transfer,CAPTURED
PAY700249,SF9FPT,2026-05-29T20:09:01Z,156868.61,PKR,bank_transfer,CAPTURED
PAY700531,70EALF,2026-05-29T20:10:34Z,275891.18,PKR,easypaisa,CAPTURED
PAY700532,70EALF,2026-05-29T20:11:10Z,275891.18,PKR,card,CAPTURED
PAY700845,36UC5A,2026-05-29T21:44:37Z,59593.66,PKR,card,CAPTURED
PAY700642,0VCP6N,2026-05-29T21:54:18Z,17485.05,PKR,jazzcash,CAPTURED
PAY700497,CXREE6,2026-05-30T03:20:04Z,37729.9,PKR,easypaisa,CAPTURED
PAY700039,3PS5QA,2026-05-30T03:34:51Z,97576.03,PKR,card,CAPTURED
PAY700818,7VUZ3A,2026-05-30T03:38:45Z,270079.88,PKR,bank_transfer,REFUNDED
PAY700528,QNZPND,2026-05-30T03:56:48Z,1750.03,AED,jazzcash,CAPTURED
PAY700057,DNLHZT,2026-05-30T05:29:17Z,78528.93,PKR,jazzcash,CAPTURED
PAY700470,SDBCFJ,2026-05-30T07:46:28Z,88012.23,PKR,card,CAPTURED
PAY700410,DHGUL4,2026-05-30T10:57:47Z,49145.57,PKR,bank_transfer,CAPTURED
PAY700290,EKUZ7R,2026-05-30T11:42:51Z,82818.53,PKR,jazzcash,CAPTURED
PAY700819,5ZSDSF,2026-05-30T15:32:12Z,281613.64,PKR,easypaisa,CAPTURED
PAY700935,GCUQWX,2026-05-30T16:34:28Z,64891.14,PKR,easypaisa,CAPTURED
PAY700061,ZL4DJ1,2026-05-30T18:16:36Z,133459.0,PKR,bank_transfer,REFUNDED
PAY700829,KMVHFG,2026-05-30T19:42:32Z,198722.49,PKR,jazzcash,CAPTURED
PAY700471,5CABF0,2026-05-30T20:53:15Z,145995.67,PKR,easypaisa,CAPTURED
PAY700656,N3USLV,2026-05-30T21:43:03Z,120505.71,PKR,wallet,CAPTURED
PAY700708,TEB1EK,2026-05-30T23:20:57Z,318391.5,PKR,bank_transfer,CAPTURED
PAY701078,YVUNQG,2026-05-31T02:22:33Z,104082.59,PKR,easypaisa,CAPTURED
PAY700176,P95RUR,2026-05-31T04:39:27Z,162157.25,PKR,jazzcash,CAPTURED
PAY700284,9US411,2026-05-31T06:35:09Z,82636.18,PKR,easypaisa,CAPTURED
PAY700126,SD9AEQ,2026-05-31T07:45:32Z,140271.29,PKR,easypaisa,CAPTURED
PAY700990,FYS7MT,2026-05-31T09:05:59Z,199514.98,PKR,easypaisa,CAPTURED
PAY700538,LHH3BW,2026-05-31T10:24:37Z,37158.28,PKR,easypaisa,CAPTURED
PAY700791,EGCUPQ,2026-05-31T11:20:24Z,88554.7,PKR,easypaisa,CAPTURED
PAY700790,EGCUPQ,2026-05-31T11:23:24Z,88554.7,PKR,jazzcash,FAILED
PAY700836,8FX08D,2026-05-31T13:53:18Z,72558.67,PKR,wallet,CAPTURED
PAY700837,8FX08D,2026-05-31T13:53:39Z,72558.67,PKR,card,CAPTURED
PAY700075,F87DAB,2026-05-31T14:09:23Z,184532.94,PKR,easypaisa,CAPTURED
PAY700406,HULCSH,2026-05-31T14:34:53Z,74141.1,PKR,bank_transfer,REFUNDED
PAY700733,F44ABJ,2026-05-31T16:56:45Z,62323.21,PKR,jazzcash,CAPTURED
PAY700873,AMYT1J,2026-05-31T18:28:58Z,69157.56,PKR,bank_transfer,REFUNDED
PAY700473,25PRL8,2026-05-31T20:42:31Z,34822.13,PKR,card,CAPTURED
PAY700373,SPCTF4,2026-05-31T21:32:57Z,177478.53,PKR,bank_transfer,FAILED
PAY700374,SPCTF4,2026-05-31T21:44:57Z,177478.53,PKR,card,CAPTURED
PAY700488,FKT15F,2026-06-01T00:48:04Z,83923.17,PKR,card,CAPTURED
PAY700191,MN5CFL,2026-06-01T01:41:02Z,110597.26,PKR,wallet,CAPTURED
PAY700050,Y3LFJJ,2026-06-01T06:04:00Z,136685.34,PKR,wallet,CAPTURED
PAY700809,9AXCUA,2026-06-01T06:36:17Z,197540.12,PKR,jazzcash,CAPTURED
PAY700922,CSGRDJ,2026-06-01T08:54:45Z,92253.64,PKR,easypaisa,CAPTURED
PAY700492,19WZL8,2026-06-01T09:52:47Z,73786.81,PKR,easypaisa,CAPTURED
PAY700802,S86X7Y,2026-06-01T11:23:22Z,267267.16,PKR,wallet,CAPTURED
PAY700803,S86X7Y,2026-06-01T11:23:53Z,267267.16,PKR,card,CAPTURED
PAY700058,202BSE,2026-06-01T12:11:42Z,95643.63,PKR,wallet,CAPTURED
PAY700272,X8GJZU,2026-06-01T15:15:18Z,96747.0,PKR,jazzcash,CAPTURED
PAY700456,6C4EL1,2026-06-01T16:22:57Z,75593.44,PKR,bank_transfer,CAPTURED
PAY700832,BPS2HX,2026-06-01T16:28:45Z,15060.53,PKR,bank_transfer,CAPTURED
PAY701062,5XFMJN,2026-06-01T18:53:21Z,90034.06,PKR,easypaisa,CAPTURED
PAY700276,Q0Q7J6,2026-06-01T21:13:10Z,112781.29,PKR,bank_transfer,CAPTURED
PAY700239,SYC9U9,2026-06-01T22:40:50Z,202425.12,PKR,card,CAPTURED
PAY700869,TW6Y7J,2026-06-01T22:40:59Z,82303.9,PKR,jazzcash,CAPTURED
PAY701052,A7XZX8,2026-06-02T00:14:12Z,1864.83,AED,easypaisa,CAPTURED
PAY700505,HY4AA5,2026-06-02T00:19:12Z,91595.95,PKR,card,CAPTURED
PAY700327,5YSY35,2026-06-02T00:31:07Z,29281.08,PKR,card,CAPTURED
PAY700448,NC0WUL,2026-06-02T00:56:15Z,38059.39,PKR,card,CAPTURED
PAY700702,S92C2Z,2026-06-02T01:26:32Z,23425.56,PKR,bank_transfer,FAILED
PAY700703,S92C2Z,2026-06-02T01:46:32Z,23425.56,PKR,easypaisa,CAPTURED
PAY700246,JWNP6E,2026-06-02T03:15:20Z,71336.98,PKR,jazzcash,CAPTURED
PAY700612,FZ06F7,2026-06-02T05:27:13Z,91926.23,PKR,bank_transfer,FAILED
PAY700613,FZ06F7,2026-06-02T05:47:13Z,91926.23,PKR,card,CAPTURED
PAY700496,Z43Q0S,2026-06-02T07:31:32Z,170531.2,PKR,bank_transfer,REFUNDED
PAY700854,6D4V1Q,2026-06-02T07:39:06Z,117867.97,PKR,easypaisa,CAPTURED
PAY700638,XR09TA,2026-06-02T09:08:24Z,174697.57,PKR,wallet,CAPTURED
PAY700630,94K4X1,2026-06-02T10:00:33Z,232940.44,PKR,jazzcash,FAILED
PAY700631,94K4X1,2026-06-02T10:30:33Z,232940.44,PKR,bank_transfer,CAPTURED
PAY700517,ZKEJYZ,2026-06-02T13:07:42Z,178334.49,PKR,card,CAPTURED
PAY700310,5819M0,2026-06-02T15:15:01Z,26734.1,PKR,bank_transfer,FAILED
PAY700344,XC5ZKL,2026-06-02T15:18:03Z,45236.78,PKR,card,CAPTURED
PAY700857,6WJD9F,2026-06-02T15:18:55Z,162153.3,PKR,wallet,CAPTURED
PAY700539,TGMP4P,2026-06-02T15:30:35Z,128606.95,PKR,bank_transfer,CAPTURED
PAY700311,5819M0,2026-06-02T15:32:01Z,26734.1,PKR,bank_transfer,CAPTURED
PAY700205,ZZ1GTY,2026-06-02T16:40:03Z,159836.4,PKR,card,CAPTURED
PAY700469,861XFF,2026-06-02T18:45:55Z,41906.71,PKR,easypaisa,CAPTURED
PAY700866,4T3T50,2026-06-02T19:32:40Z,369834.96,PKR,bank_transfer,CAPTURED
PAY700258,VQZ0BZ,2026-06-02T21:07:08Z,109248.21,PKR,card,CAPTURED
PAY701054,LE66FZ,2026-06-03T00:35:36Z,104445.87,PKR,jazzcash,CAPTURED
PAY700054,U149CW,2026-06-03T01:27:29Z,50351.25,PKR,easypaisa,CAPTURED
PAY700810,S1F30P,2026-06-03T06:26:16Z,50004.11,PKR,card,CAPTURED
PAY700228,0JAFFF,2026-06-03T08:30:14Z,41008.66,PKR,bank_transfer,CAPTURED
PAY700805,493AJF,2026-06-03T09:22:14Z,59466.65,PKR,easypaisa,CAPTURED
PAY700604,5QC268,2026-06-03T09:23:07Z,220728.48,PKR,bank_transfer,REFUNDED
PAY700556,K1ERS9,2026-06-03T10:48:51Z,28434.12,PKR,wallet,FAILED
PAY700931,Z9J9FJ,2026-06-03T11:03:47Z,13754.4,PKR,wallet,CAPTURED
PAY700557,K1ERS9,2026-06-03T11:08:51Z,28434.12,PKR,bank_transfer,CAPTURED
PAY700693,JSTL35,2026-06-03T13:51:18Z,58254.68,PKR,easypaisa,CAPTURED
PAY700548,77FY6N,2026-06-03T15:12:47Z,153401.85,PKR,jazzcash,CAPTURED
PAY700162,MVD1VF,2026-06-03T19:53:00Z,287245.76,PKR,bank_transfer,REFUNDED
PAY700214,82NZ0B,2026-06-03T23:09:40Z,50288.18,PKR,jazzcash,CAPTURED
PAY700321,39HMNT,2026-06-03T23:25:53Z,44829.22,PKR,easypaisa,CAPTURED
PAY700013,H5Z5R0,2026-06-04T00:32:56Z,60674.41,PKR,bank_transfer,REFUNDED
PAY700550,N64XCS,2026-06-04T01:21:32Z,97669.11,PKR,card,CAPTURED
PAY700769,XNUWE2,2026-06-04T02:25:01Z,357330.11,PKR,bank_transfer,CAPTURED
PAY700221,UWJ8LU,2026-06-04T03:26:06Z,117168.2,PKR,bank_transfer,CAPTURED
PAY700734,QTH5A7,2026-06-04T03:56:08Z,35807.6,PKR,bank_transfer,CAPTURED
PAY700252,5GLSF9,2026-06-04T08:48:20Z,56555.68,PKR,bank_transfer,CAPTURED
PAY700962,YR8TTU,2026-06-04T10:42:14Z,352289.24,PKR,bank_transfer,CAPTURED
PAY701057,5GARS3,2026-06-04T12:14:38Z,108848.47,PKR,wallet,CAPTURED
PAY700683,DFE10R,2026-06-04T12:16:54Z,68587.88,PKR,jazzcash,CAPTURED
PAY700999,VLRT0B,2026-06-04T13:08:07Z,157138.07,PKR,bank_transfer,CAPTURED
PAY700578,UNLS3A,2026-06-04T14:00:47Z,122583.18,PKR,bank_transfer,CAPTURED
PAY700934,JJ1U4G,2026-06-04T14:24:35Z,31078.97,PKR,easypaisa,CAPTURED
PAY701040,QZSBC4,2026-06-04T15:17:57Z,302487.82,PKR,easypaisa,CAPTURED
PAY700263,9WE7LX,2026-06-04T16:09:18Z,177358.09,PKR,card,CAPTURED
PAY701013,GHDUBC,2026-06-04T16:52:52Z,82082.12,PKR,jazzcash,CAPTURED
PAY700238,8T49F6,2026-06-04T18:02:21Z,165723.34,PKR,bank_transfer,CAPTURED
PAY700953,KXNKDN,2026-06-04T18:22:20Z,138900.83,PKR,bank_transfer,CAPTURED
PAY700628,RZJU0T,2026-06-04T22:14:22Z,289604.57,PKR,easypaisa,CAPTURED
PAY700403,JKUHK8,2026-06-04T23:20:04Z,160693.35,PKR,card,CAPTURED
PAY700732,AKALSU,2026-06-05T03:08:27Z,80299.21,PKR,wallet,CAPTURED
PAY700956,595M91,2026-06-05T05:22:37Z,19191.38,PKR,bank_transfer,CAPTURED
PAY701023,KFCQJV,2026-06-05T05:34:16Z,51753.51,PKR,jazzcash,CAPTURED
PAY700893,UFVF8X,2026-06-05T09:10:02Z,88849.96,PKR,bank_transfer,REFUNDED
PAY700468,0N4LGD,2026-06-05T11:18:48Z,399.79,USD,easypaisa,CAPTURED
PAY700227,5LJV8F,2026-06-05T11:56:32Z,86636.71,PKR,card,CAPTURED
